FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Brandon,Mason,DEF,WAT,4000000,0,1,0.0144927536231884,3.6231884057971e-09,2.5e-07,0,1039,0,0,0,0,0,0,0,0.3,109,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,2938,0,0,0,0,23,127,0,0,3,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mason,MID,HUL,4700000,0,26,1.6,3.4042553191489397e-07,5.5319148936170195e-06,0,4813,4,27,0,0,0,1,0,5.5,76,-3,0,26,3,0.2,0,1.0,0,0,0,0,0,0.0,3692,0,147,0,0,927,8,0,0,126,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,0.8,0.8,1.3,0.8,1.7,0.8,0.9
Arthur,Masuaku,DEF,WHU,4700000,0,11,1.8,3.8297872340425503e-07,2.34042553191489e-06,0,24355,1,18,0,0,0,0,0,2.3,43,-3,0,11,3,0.0,0,0.0,1,0,1,0,1,0.1,17715,0,0,0,0,526,2,0,0,131,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan,Mata,MID,MUN,7200000,1,67,3.7,5.138888888888891e-07,9.30555555555556e-06,0,269836,2,11,0,0,0,4,0,9.3,5628,-3,0,67,3,0.1,0,0.7,9,0,6,0,2,2.3,262432,1,586,0,1,1080,927,0,0,306,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,3.6,4.4,0.0,3.8,2.9,3.6,3.5,3.8,4.1,3.0,3.1,3.6,2.5,2.3,3.3
Nemanja,Matic,MID,CHE,5000000,2,73,3.3,6.6e-07,1.4599999999999999e-05,0,226121,3,13,0,0,0,0,0,14.6,7161,0,0,73,0,0.5,0,2.7,1,0,12,0,7,3.8,256981,0,373,0,0,1798,2596,0,0,374,Arsenal,Burnley,Swansea,West Ham,Watford,2.3,2.4,3.2,1.9,4.0,2.5,3.0,2.7,2.3,2.7,3.5,2.4,3.5,2.2,4.6
Joel,Matip,DEF,LIV,5300000,2,43,3.1,5.849056603773579e-07,8.11320754716981e-06,0,127916,1,12,0,0,0,1,0,8.1,718,-2,0,43,2,0.2,0,1.0,1,0,3,0,0,1.8,106749,0,0,0,0,1171,2104,0,0,253,Hull City,Tottenham,Leicester,Arsenal,Burnley,3.0,3.8,1.9,4.0,3.9,2.7,3.5,4.0,3.1,2.9,3.6,2.6,4.3,3.5,3.3
Adam,Matthews,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,1346,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,367,0,4,0,0,0,5,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,4500000,8,36,3.0,6.66666666666667e-07,8e-06,0,1830,0,27,0,0,0,2,0,8.0,295,0,0,36,0,0.7,0,3.0,4,0,2,0,0,0.1,5724,1,0,0,1,1080,2425,0,0,246,Man City,Leicester,Chelsea,Burnley,Hull City,2.8,2.9,2.7,3.6,3.1,3.0,2.9,3.4,3.6,2.7,3.3,2.3,3.1,2.3,3.5
Dieumerci,Mbokani,FWD,HUL,5400000,0,23,0.33333333333333304,6.17283950617284e-08,4.2592592592592596e-06,0,7401,0,15,0,0,0,0,0,4.3,56,-1,0,23,1,0.0,0,0.0,0,0,2,0,2,0.0,7774,0,0,0,0,679,40,0,0,33,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,McArthur,MID,CRY,4800000,3,73,4.1,8.54166666666667e-07,1.5208333333333301e-05,0,159003,4,26,0,0,0,5,0,15.2,3022,-2,0,73,2,0.5,0,2.3,8,0,2,0,2,1.6,211398,0,282,0,1,1483,4890,0,0,281,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,5.7,4.0,4.3,3.5,3.8,4.9,3.1,3.5,2.9,5.3,2.7,5.6,3.3,5.3,4.3
Gareth,McAuley,DEF,WBA,5000000,2,83,3.6,7.2e-07,1.66e-05,0,507400,4,29,0,0,0,4,0,16.9,10127,5,-1,83,-5,0.7,0,3.7,8,0,4,0,1,29.0,1232482,1,339,0,3,2070,33987,1,0,361,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,4.6,4.2,4.9,4.5,3.1,5.0,2.7,3.2,5.3,5.1,3.3,4.1,2.4,4.3,3.5
Oliver,McBurnie,FWD,SWA,4500000,0,4,0.0579710144927536,1.2882447665056398e-08,8.888888888888891e-07,0,5101,0,2,0,0,0,0,0,0.9,106,0,0,4,0,0.1,0,0.3,0,0,0,0,0,0.1,6117,0,0,0,0,66,16,0,0,14,Man City,Leicester,Chelsea,Burnley,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,McCarthy,GLK,SOU,4300000,0,0,0.0,0.0,0.0,0,5463,0,0,0,0,0,0,0,0.0,63,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,714,0,82,0,0,0,7,0,0,0,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,McCarthy,MID,EVE,4800000,1,11,0.159420289855072,3.32125603864734e-08,2.29166666666667e-06,0,11630,2,8,0,0,0,0,0,2.3,33,-2,0,11,2,0.1,0,0.7,0,0,0,0,0,0.2,2426,0,365,0,0,518,20,0,0,54,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McClean,MID,WBA,4900000,1,36,0.5217391304347829,1.0647737355811899e-07,7.346938775510201e-06,0,12733,5,15,0,0,0,1,0,7.3,108,-1,0,36,1,0.2,0,1.0,1,0,2,0,2,0.1,9347,0,336,0,0,836,45,0,0,161,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,McGee,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,2953,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3078,0,0,0,0,0,15,0,0,0,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,McGregor,GLK,HUL,4400000,0,0,0.0,0.0,0.0,0,952,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,380,0,0,0,0,0,6,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,McManaman,MID,WBA,4300000,0,0,0.0,0.0,0.0,0,8241,0,0,0,0,0,0,0,0.0,91,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,4280,0,27,0,0,0,5,0,0,0,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,McNair,DEF,SUN,4200000,0,12,0.17391304347826098,4.1407867494824e-08,2.8571428571428602e-06,0,14875,0,9,0,0,0,0,0,2.9,83,-3,0,12,3,0.0,0,0.0,0,0,1,0,0,0.2,4806,1,28,0,0,353,14,0,0,58,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,McQueen,MID,SOU,4300000,1,19,0.27536231884058004,6.40377485675767e-08,4.41860465116279e-06,0,4127,0,8,0,0,0,0,0,4.4,123,-2,0,19,2,0.1,0,0.3,0,0,1,0,1,0.1,5766,0,0,0,0,495,43,0,0,112,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4600000,6,67,2.9,6.30434782608696e-07,1.4565217391304299e-05,0,60338,3,33,0,0,0,1,0,14.6,2986,1,0,67,-1,1.0,0,4.7,2,0,6,0,2,3.6,180026,1,0,0,0,2070,19721,0,0,409,Watford,Chelsea,Hull City,Swansea,Liverpool,1.7,3.5,2.0,1.9,2.3,1.4,3.8,3.7,1.7,1.6,2.7,2.3,3.9,1.9,4.2
Nampalys,Mendy,MID,LEI,4400000,0,6,0.0869565217391304,1.9762845849802397e-08,1.36363636363636e-06,0,30349,1,5,0,0,0,0,0,1.4,136,-1,0,6,1,0.2,0,1.0,0,0,1,0,0,0.3,3474,0,0,0,0,269,30,0,0,26,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Per,Mertesacker,DEF,ARS,4800000,0,0,0.0,0.0,0.0,0,5121,0,0,0,0,0,0,0,0.0,28,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1206,0,265,0,0,0,55,0,0,0,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David,Meyler,MID,HUL,4400000,2,30,0.43478260869565205,9.88142292490119e-08,6.81818181818182e-06,0,16978,2,21,0,0,0,1,0,6.8,157,-1,0,30,1,0.3,0,1.3,0,0,2,0,0,0.2,15103,0,0,0,0,918,138,0,0,172,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Matt,Miazga,DEF,CHE,4400000,0,0,0.0,0.0,0.0,0,3824,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,437,0,18,0,0,0,1,0,0,0,Arsenal,Burnley,Swansea,West Ham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Mignolet,GLK,LIV,4700000,8,51,3.9,8.29787234042553e-07,1.08510638297872e-05,0,123177,0,16,0,23,0,0,0,10.9,1176,-3,0,51,3,0.8,0,3.7,3,0,3,0,0,2.5,112352,0,340,2,0,1170,3434,0,0,232,Hull City,Tottenham,Leicester,Arsenal,Burnley,4.2,5.2,2.8,5.4,5.3,3.9,4.8,5.4,4.3,4.1,4.9,3.7,5.8,4.8,4.6
,Mika,GLK,SUN,4400000,0,0,0.0,0.0,0.0,0,286,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,307,0,0,0,0,0,5,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Obi,Mikel,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,5139,0,0,0,0,0,0,0,0.0,23,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1919,0,209,0,0,0,4,0,0,0,Arsenal,Burnley,Swansea,West Ham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka,Milivojevic,MID,CRY,5000000,0,0,0.0,0.0,0.0,0,21,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,255,0,0,0,0,0,255,0,0,0,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Milner,MID,LIV,6400000,4,100,4.8,7.5e-07,1.5625e-05,0,437878,3,22,0,0,0,6,0,15.6,7748,-1,0,100,1,1.0,0,6.7,14,0,6,0,4,5.9,597394,0,508,0,3,1826,20624,0,0,473,Hull City,Tottenham,Leicester,Arsenal,Burnley,5.8,5.3,5.0,4.2,7.2,3.8,5.9,5.8,4.5,4.0,5.2,5.4,5.9,3.6,5.9
Tyrone,Mings,DEF,BOU,4500000,0,1,0.0144927536231884,3.22061191626409e-09,2.22222222222222e-07,0,1461,0,5,0,0,0,0,0,0.2,77,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1295,1,1,0,0,181,22,0,0,28,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Mirallas,MID,EVE,6100000,2,75,3.4,5.573770491803279e-07,1.22950819672131e-05,0,240742,1,15,0,0,0,3,0,12.3,8321,-4,0,75,4,1.0,0,6.3,5,0,7,0,4,3.5,316874,0,245,0,1,1331,10603,0,0,243,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,3.6,2.8,4.8,1.7,3.4,4.5,1.7,2.8,4.5,4.7,1.9,2.9,2.8,4.2,1.9
Henrikh,Mkhitaryan,MID,MUN,8900000,3,33,0.4782608695652171,5.37371763556424e-08,3.7078651685393304e-06,0,314525,1,6,0,0,0,2,0,3.7,8611,-6,0,33,6,0.3,0,2.3,0,0,4,0,0,2.2,123050,0,0,0,0,707,1448,0,0,141,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Nacho,Monreal,DEF,ARS,5900000,0,64,2.9,4.91525423728814e-07,1.08474576271186e-05,0,210989,3,24,0,0,0,0,0,10.8,10456,-1,0,64,1,0.5,0,2.7,4,0,6,0,1,3.9,123863,0,511,0,0,1893,541,0,0,400,Chelsea,Hull City,Liverpool,Leicester,West Brom,2.5,3.3,0.0,3.2,2.8,2.8,2.9,3.7,3.2,2.6,2.9,2.4,2.2,3.0,3.0
Jefferson,Montero,MID,SWA,5000000,0,16,0.23188405797101397,4.63768115942029e-08,3.2e-06,0,8417,0,9,0,0,0,0,0,3.2,24,-5,0,16,5,0.0,0,0.0,0,0,0,0,1,0.1,2348,0,202,0,0,347,3,0,0,70,Man City,Leicester,Chelsea,Burnley,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4400000,0,10,0.144927536231884,3.29380764163373e-08,2.2727272727272702e-06,0,146572,1,6,0,0,0,0,0,2.3,440,-6,0,10,6,0.0,0,0.0,1,0,0,0,1,1.5,16762,0,394,0,0,257,109,0,0,59,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wes,Morgan,DEF,LEI,4700000,2,57,2.5,5.31914893617021e-07,1.21276595744681e-05,0,748262,3,38,0,0,0,1,0,12.1,12330,-3,0,57,3,0.2,0,1.0,0,0,5,0,1,13.0,289547,0,549,0,0,2070,876,0,0,320,Man Utd,Swansea,Liverpool,Hull City,Arsenal,2.0,1.8,3.3,3.0,2.4,2.3,2.9,2.6,1.5,2.2,2.9,1.8,2.6,1.7,3.1
James,Morrison,MID,WBA,4600000,8,55,0.7971014492753621,1.73282923755514e-07,1.19565217391304e-05,0,21856,2,12,0,0,0,4,0,12.0,777,-4,0,55,4,0.9,0,4.3,3,0,3,0,1,0.5,38081,0,266,0,0,988,5660,0,0,205,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4
Victor,Moses,MID,CHE,5600000,2,75,3.4,6.071428571428571e-07,1.33928571428571e-05,0,179723,3,7,0,0,0,3,0,13.4,8634,1,0,75,-1,0.8,0,4.3,6,0,12,0,2,2.7,274937,0,127,0,1,1516,6604,0,0,318,Arsenal,Burnley,Swansea,West Ham,Watford,2.5,2.5,3.4,2.0,4.1,2.6,3.1,2.8,2.4,2.8,3.6,2.5,3.6,2.3,4.8
Lys,Mousset,FWD,BOU,5100000,0,2,0.0289855072463768,5.68343279340722e-09,3.9215686274509797e-07,0,3226,0,1,0,0,0,0,0,0.4,27,-4,0,2,4,0.0,0,0.0,0,0,0,0,0,0.1,1359,0,0,0,0,25,17,0,0,1,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4100000,0,23,0.33333333333333304,8.130081300813009e-08,5.60975609756098e-06,0,35201,1,3,0,0,0,1,0,5.6,1677,-4,0,23,4,0.0,0,0.0,3,0,2,0,0,0.8,57239,0,111,0,1,289,2356,0,0,88,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ahmed,Musa,FWD,LEI,6900000,1,35,0.507246376811594,7.35139676538542e-08,5.07246376811594e-06,0,411472,1,16,0,0,0,2,0,5.1,736,-6,0,35,6,0.2,0,1.3,5,0,1,0,0,3.2,77595,0,0,0,0,658,117,0,0,115,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Shkodran,Mustafi,DEF,ARS,5800000,1,50,3.1,5.344827586206899e-07,8.62068965517241e-06,0,93404,5,15,0,0,0,1,0,8.6,4020,-2,0,50,2,0.8,0,4.7,2,0,4,0,1,1.3,120270,0,0,0,0,1374,1974,0,0,295,Chelsea,Hull City,Liverpool,Leicester,West Brom,2.8,3.6,0.0,3.6,3.0,3.1,3.2,4.0,3.6,2.9,3.2,2.6,2.4,3.3,3.3
Jordon,Mutch,MID,CRY,4200000,0,4,1.0,2.38095238095238e-07,9.52380952380952e-07,0,15689,0,1,0,0,0,0,0,1.0,1424,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.4,19914,0,54,0,0,53,53,0,0,17,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4200000,0,0,0.0,0.0,0.0,0,35432,0,0,0,0,0,0,0,0.0,253,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.5,3080,0,218,0,0,0,57,0,0,0,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luciano,Narsingh,MID,SWA,5500000,4,4,0.0579710144927536,1.05401844532279e-08,7.27272727272727e-07,0,163,0,0,0,0,0,0,0,0.7,88,0,0,4,0,0.4,0,2.0,0,0,0,0,1,0.0,1389,0,0,0,0,31,811,0,0,13,Man City,Leicester,Chelsea,Burnley,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samir,Nasri,MID,MCI,6400000,0,1,1.0,1.5625e-07,1.5625e-07,0,12646,0,0,0,0,0,0,0,0.2,31,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1156,0,164,0,0,16,13,0,0,0,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle,Naughton,DEF,SWA,4300000,2,27,1.5,3.48837209302326e-07,6.2790697674418605e-06,0,49506,3,37,0,0,0,0,0,6.3,604,-2,0,27,2,0.1,0,0.3,3,0,2,0,0,0.9,36217,1,239,0,0,1565,735,0,0,278,Man City,Leicester,Chelsea,Burnley,Hull City,0.9,0.9,0.9,1.3,1.0,1.0,1.0,1.2,1.3,0.9,1.1,0.8,1.0,0.8,1.2
Jesus,Navas,MID,MCI,6100000,0,24,0.34782608695652195,5.70206699928724e-08,3.9344262295082004e-06,0,38348,1,10,0,0,0,0,0,3.9,199,-4,0,24,4,0.0,0,0.0,0,0,1,0,2,0.6,14716,0,408,0,0,510,125,0,0,106,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Alfred,N'Diaye,MID,HUL,4500000,0,0,0.0,0.0,0.0,0,15,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,61,0,0,0,0,0,61,0,0,0,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfred,Ndidi,MID,LEI,5000000,2,6,0.0869565217391304,1.7391304347826103e-08,1.2e-06,0,346,0,7,0,0,0,0,0,1.2,89,0,0,6,0,0.4,0,2.0,0,0,0,0,0,0.0,891,0,0,0,0,270,47,0,0,45,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Didier,Ndong,MID,SUN,4800000,3,35,2.1,4.375e-07,7.29166666666667e-06,0,1169,4,27,0,0,0,0,0,7.3,15,-2,0,35,2,0.2,0,1.0,1,0,3,0,1,0.0,1308,0,0,0,0,1396,44,0,0,215,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,1.2,1.8,1.0,1.3,1.2,2.5,1.3,1.2,1.7,1.3,1.0,1.8,1.5,1.7,1.0
Alvaro,Negredo,FWD,MID,6300000,7,87,4.0,6.349206349206351e-07,1.3809523809523801e-05,0,1454667,4,24,0,0,0,6,0,13.8,27718,-2,1,87,2,0.6,0,3.7,13,0,7,0,4,13.5,1462183,0,0,0,3,1858,10741,-1,0,267,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,3.4,4.4,4.5,4.2,5.7,4.2,5.1,5.0,5.8,4.4,4.0,4.9,3.0,5.3,4.4
Julien,Ngoy,FWD,STK,4500000,1,4,0.0579710144927536,1.2882447665056398e-08,8.888888888888891e-07,0,3867,0,1,0,0,0,0,0,0.9,100,0,0,4,0,0.2,0,1.0,0,0,0,0,0,0.1,5321,0,0,0,0,27,207,0,0,14,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M'Baye,Niang,FWD,WAT,6000000,2,2,0.0289855072463768,4.83091787439614e-09,3.3333333333333304e-07,0,260,0,1,0,0,0,0,0,0.3,223,0,0,2,0,0.3,0,2.0,0,0,0,0,0,0.1,3899,0,0,0,0,69,3217,0,0,7,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oumar,Niasse,FWD,HUL,5600000,1,3,0.0434782608695652,7.763975155279499e-09,5.35714285714286e-07,0,3041,1,1,0,0,0,0,0,0.5,146,-4,0,3,4,0.2,0,1.0,0,0,1,0,0,0.1,2689,0,19,0,0,108,498,0,0,3,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton,N'Jie,FWD,TOT,5900000,0,0,0.0,0.0,0.0,0,1914,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,428,0,38,0,0,0,5,0,0,0,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georges-Kevin,Nkoudou,MID,TOT,6800000,0,5,0.072463768115942,1.06564364876385e-08,7.352941176470591e-07,0,531,0,0,0,0,0,0,0,0.7,13,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.0,512,0,0,0,0,40,5,0,0,15,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark,Noble,MID,WHU,6200000,2,50,2.4,3.8709677419354794e-07,8.06451612903226e-06,0,126052,6,30,0,0,0,2,0,8.1,561,-3,0,50,3,0.3,1,1.7,3,0,6,0,0,1.3,19471,0,581,0,1,1705,69,0,0,278,Southampton,West Brom,Watford,Chelsea,Bournemouth,1.3,1.9,1.9,1.6,1.4,2.7,2.1,1.2,1.9,2.0,2.1,1.5,1.8,1.3,1.4
,Nolito,MID,MCI,8500000,0,49,0.710144927536232,8.354646206308611e-08,5.76470588235294e-06,0,256078,3,6,0,0,0,4,0,5.8,296,-5,0,49,5,0.0,0,0.0,2,0,3,0,3,1.1,213289,0,0,0,1,735,32,0,1,157,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0.0,0.0,0.0,0,36217,0,0,0,0,0,0,0,0.0,679,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,21893,0,10,0,0,0,3106,0,0,0,Man City,Leicester,Chelsea,Burnley,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havard,Nordtveit,MID,WHU,4700000,0,22,0.318840579710145,6.78384212149245e-08,4.6808510638297895e-06,0,4994,2,15,0,0,0,0,0,4.7,61,-3,0,22,3,0.0,0,0.0,0,0,1,0,1,0.1,1569,0,0,0,0,677,2,0,0,113,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
