FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Brandon,Mason,DEF,WAT,4000000,0,1,0.0133333333333333,3.33333333333333e-09,2.5e-07,0,1298,0,0,0,0,0,0,0,0.3,116,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,3191,0,0,0,0,23,103,0,0,3,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mason,MID,HUL,4600000,0,26,0.346666666666667,7.53623188405797e-08,5.65217391304348e-06,0,4933,4,27,0,0,0,1,0,5.7,49,-4,1,26,4,0.0,0,0.0,0,0,0,0,0,0.0,3711,0,147,0,0,927,6,-1,0,126,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Arthur,Masuaku,DEF,WHU,4700000,0,11,0.146666666666667,3.12056737588652e-08,2.34042553191489e-06,0,24478,1,18,0,0,0,0,0,2.3,46,-3,0,11,3,0.0,0,0.0,1,0,1,0,1,0.1,17738,0,0,0,0,526,13,0,0,131,Watford,Chelsea,Bournemouth,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Mata,MID,MUN,7200000,11,85,4.3,5.972222222222221e-07,1.18055555555556e-05,0,281232,3,11,0,0,0,6,0,11.8,8079,-3,0,85,3,0.9,0,6.3,12,0,8,0,2,2.7,289453,1,586,0,1,1227,15762,0,0,372,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,4.6,0.0,4.5,4.5,4.7,5.2,3.8,4.0,4.5,3.2,2.9,4.2
Nemanja,Matic,MID,CHE,4900000,2,76,3.2,6.53061224489796e-07,1.55102040816327e-05,0,242969,4,15,0,0,0,0,0,15.2,7190,-1,1,76,1,0.3,0,1.7,1,0,12,0,7,3.5,263833,0,373,0,0,1954,2308,-1,0,396,Swansea,West Ham,Stoke,Crystal Palace,Man City,3.1,1.8,0.0,2.3,2.9,2.5,2.2,2.5,3.2,2.2,3.4,2.0,4.1
Joel,Matip,DEF,LIV,5300000,5,49,3.1,5.849056603773579e-07,9.24528301886792e-06,0,130744,2,14,0,0,0,1,0,9.2,864,-2,0,49,2,0.5,0,2.7,1,0,4,0,0,1.9,113060,0,0,0,0,1351,4786,0,0,288,Leicester,Arsenal,Burnley,Man City,Everton,1.9,4.1,3.9,2.6,3.5,4.1,2.9,2.8,3.7,2.3,4.0,3.4,3.5
Adam,Matthews,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,1386,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,379,0,4,0,0,0,5,0,0,0,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,4500000,15,52,3.7,8.22222222222222e-07,1.15555555555556e-05,0,3993,0,29,0,0,0,3,0,11.6,1701,0,0,52,0,1.8,0,8.0,7,0,3,0,0,0.9,39182,1,0,0,2,1260,26513,0,0,311,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,3.6,4.8,4.0,4.2,4.2,4.8,4.7,3.4,4.7,3.1,4.2,3.2,4.9
Dieumerci,Mbokani,FWD,HUL,5400000,0,23,0.306666666666667,5.67901234567901e-08,4.2592592592592596e-06,0,7587,0,15,0,0,0,0,0,4.3,106,-1,0,23,1,0.0,0,0.0,0,0,2,0,2,0.0,7969,0,0,0,0,679,101,0,0,33,Burnley,Leicester,Swansea,Everton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,McArthur,MID,CRY,4800000,2,77,3.9,8.125e-07,1.60416666666667e-05,0,168738,4,31,0,0,0,5,0,16.0,4289,-2,0,77,2,0.5,0,2.3,8,0,2,0,2,1.6,220240,0,282,0,1,1630,3509,0,0,301,Middlesbrough,West Brom,Watford,Chelsea,Southampton,4.1,3.2,0.0,4.8,2.8,3.4,2.8,4.9,2.4,5.2,3.2,5.0,3.8
Gareth,McAuley,DEF,WBA,5100000,8,98,3.9,7.64705882352941e-07,1.9215686274509803e-05,0,526282,4,31,0,0,0,5,0,19.2,5871,6,0,98,-6,1.1,0,5.7,10,0,5,0,1,31.0,1343791,1,339,0,3,2250,58756,0,0,414,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,5.5,5.1,3.3,5.6,3.1,3.3,5.5,5.8,3.7,4.6,2.7,4.9,3.9
Oliver,McBurnie,FWD,SWA,4500000,0,4,0.0533333333333333,1.18518518518519e-08,8.888888888888891e-07,0,5315,0,2,0,0,0,0,0,0.9,90,0,0,4,0,0.0,0,0.0,0,0,0,0,0,0.1,6320,0,0,0,0,66,128,0,0,14,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,McCarthy,GLK,SOU,4300000,0,0,0.0,0.0,0.0,0,5653,0,0,0,0,0,0,0,0.0,98,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,729,0,82,0,0,0,4,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,McCarthy,MID,EVE,4800000,0,21,0.28,5.83333333333333e-08,4.375e-06,0,13265,2,9,0,0,0,1,0,4.4,1290,-2,0,21,2,0.8,0,3.7,0,0,0,0,1,0.2,6330,0,365,0,0,578,220,0,0,88,Sunderland,Tottenham,West Brom,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McClean,MID,WBA,4900000,0,37,0.4933333333333329,1.00680272108844e-07,7.55102040816327e-06,0,12999,5,15,0,0,0,1,0,7.6,125,-1,0,37,1,0.1,0,0.7,1,0,2,0,2,0.1,9454,0,336,0,0,861,49,0,0,163,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Luke,McGee,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,3050,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3131,0,0,0,0,0,25,0,0,0,Stoke,Everton,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,McGregor,GLK,HUL,4400000,0,0,0.0,0.0,0.0,0,996,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,395,0,0,0,0,0,7,0,0,0,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,McManaman,MID,WBA,4300000,0,0,0.0,0.0,0.0,0,8492,0,0,0,0,0,0,0,0.0,103,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,4298,0,27,0,0,0,5,0,0,0,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,McNair,DEF,SUN,4200000,0,12,0.16,3.80952380952381e-08,2.8571428571428602e-06,0,15139,0,9,0,0,0,0,0,2.9,118,-3,0,12,3,0.0,0,0.0,0,0,1,0,0,0.2,4860,1,28,0,0,353,20,0,0,58,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,McQueen,MID,SOU,4200000,0,19,0.253333333333333,6.03174603174603e-08,4.52380952380952e-06,0,4834,0,8,0,0,0,0,0,4.5,432,-3,0,19,3,0.1,0,0.3,0,0,1,0,1,0.1,7437,0,0,0,0,495,722,0,0,112,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4700000,2,70,2.8,5.95744680851064e-07,1.48936170212766e-05,0,72801,3,36,0,0,0,1,0,15.2,4567,2,-1,70,-2,0.6,0,3.0,2,0,6,0,2,3.8,203391,1,0,0,0,2250,7720,1,0,435,Hull City,Swansea,Liverpool,Sunderland,Tottenham,1.9,1.8,2.3,1.4,3.7,3.7,1.7,1.5,2.6,2.3,3.8,2.0,3.9
Nampalys,Mendy,MID,LEI,4400000,0,6,0.08,1.81818181818182e-08,1.36363636363636e-06,0,30651,1,5,0,0,0,0,0,1.4,137,-1,0,6,1,0.0,0,0.0,0,0,1,0,0,0.3,3538,0,0,0,0,269,23,0,0,26,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Per,Mertesacker,DEF,ARS,4800000,0,0,0.0,0.0,0.0,0,5264,0,0,0,0,0,0,0,0.0,83,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1426,0,265,0,0,0,112,0,0,0,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David,Meyler,MID,HUL,4400000,0,31,1.7,3.8636363636363604e-07,7.04545454545455e-06,0,17476,2,21,0,0,0,1,0,7.0,251,-1,0,31,1,0.2,0,1.0,0,0,2,0,0,0.2,15325,0,0,0,0,929,109,0,0,174,Burnley,Leicester,Swansea,Everton,West Ham,1.8,0.9,1.2,0.8,0.9,1.3,0.8,0.8,1.6,0.8,1.7,0.9,1.1
Matt,Miazga,DEF,CHE,4400000,0,0,0.0,0.0,0.0,0,3851,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,444,0,18,0,0,0,3,0,0,0,Swansea,West Ham,Stoke,Crystal Palace,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Mignolet,GLK,LIV,4700000,8,60,4.0,8.51063829787234e-07,1.27659574468085e-05,0,129524,0,18,0,27,0,0,0,12.8,1385,-3,0,60,3,1.2,0,5.7,5,0,4,0,0,2.6,119368,0,340,2,1,1350,6081,0,0,268,Leicester,Arsenal,Burnley,Man City,Everton,2.9,5.8,5.5,3.9,5.0,5.7,4.2,4.1,5.2,3.4,5.7,4.8,5.0
,Mika,GLK,SUN,4400000,0,0,0.0,0.0,0.0,0,308,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,317,0,0,0,0,0,4,0,0,0,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Obi,Mikel,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,5217,0,0,0,0,0,0,0,0.0,35,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1932,0,209,0,0,0,5,0,0,0,Swansea,West Ham,Stoke,Crystal Palace,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka,Milivojevic,MID,CRY,5000000,2,2,0.0266666666666667,5.333333333333329e-09,4e-07,0,103,0,1,0,0,0,0,0,0.4,30,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.0,438,0,0,0,0,90,77,0,0,12,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Milner,MID,LIV,6500000,2,103,4.5,6.92307692307692e-07,1.58461538461538e-05,0,477284,5,23,0,0,0,6,0,15.8,14744,0,0,103,0,0.4,0,2.3,14,0,7,0,4,5.5,619610,0,508,0,3,1998,9121,0,0,488,Leicester,Arsenal,Burnley,Man City,Everton,4.4,4.1,6.7,3.3,5.4,5.3,3.8,3.4,4.9,4.7,5.3,3.1,5.6
Tyrone,Mings,DEF,BOU,4500000,-1,-1,-0.0133333333333333,-2.96296296296296e-09,-2.22222222222222e-07,0,1629,0,13,0,0,0,0,0,-0.2,68,0,0,-1,0,-0.2,0,-0.7,0,0,0,0,0,0.1,1413,2,1,0,0,339,56,0,0,52,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Mirallas,MID,EVE,6100000,0,76,3.3,5.40983606557377e-07,1.24590163934426e-05,0,288934,1,16,0,0,0,3,0,12.5,23099,-4,0,76,4,0.2,0,1.0,5,0,7,0,4,2.5,323325,0,245,0,1,1351,1575,0,0,248,Sunderland,Tottenham,West Brom,Hull City,Liverpool,4.3,1.6,3.3,4.4,1.6,2.5,4.3,4.5,1.8,2.8,2.6,4.1,1.8
Henrikh,Mkhitaryan,MID,MUN,8900000,3,50,0.666666666666667,7.49063670411985e-08,5.6179775280898906e-06,0,354847,1,6,0,0,0,3,0,5.6,36995,-6,0,50,6,0.8,0,6.7,3,0,6,0,1,2.7,184990,0,0,0,1,885,5131,0,0,200,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Nacho,Monreal,DEF,ARS,5900000,0,70,3.0,5.084745762711859e-07,1.1864406779661e-05,0,230388,3,27,0,0,0,0,0,11.9,15362,-1,0,70,1,0.3,0,2.0,6,0,6,0,2,3.5,129393,0,511,0,0,1983,528,0,0,427,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,3.3,0.0,2.9,3.0,3.9,3.4,2.6,3.0,2.4,2.4,3.0,3.1
Jefferson,Montero,MID,SWA,5000000,0,16,0.21333333333333301,4.26666666666667e-08,3.2e-06,0,8488,0,9,0,0,0,0,0,3.2,41,-5,0,16,5,0.0,0,0.0,0,0,0,0,1,0.1,2368,0,202,0,0,347,13,0,0,70,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4400000,0,11,0.146666666666667,3.33333333333333e-08,2.5e-06,0,147781,1,7,0,0,0,0,0,2.5,576,-6,0,11,6,0.1,0,0.3,1,0,0,0,1,1.5,17107,0,394,0,0,265,138,0,0,64,Leicester,Arsenal,Burnley,Man City,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wes,Morgan,DEF,LEI,4700000,1,59,2.4,5.1063829787234e-07,1.2553191489361699e-05,0,778547,3,43,0,0,0,1,0,12.6,13794,-3,0,59,3,0.3,0,1.3,0,0,5,0,1,12.3,292654,0,549,0,0,2250,897,0,0,343,Liverpool,Hull City,West Ham,Stoke,Sunderland,3.2,2.9,0.0,2.2,2.8,2.3,1.4,2.1,2.9,1.8,2.4,1.6,2.9
James,Morrison,MID,WBA,4700000,5,69,0.92,1.95744680851064e-07,1.46808510638298e-05,0,26866,2,13,0,0,0,5,0,14.7,2764,-3,-1,69,3,1.6,0,7.3,4,0,4,0,2,2.2,114507,0,266,0,0,1154,45140,1,0,251,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5
Victor,Moses,MID,CHE,5600000,5,83,3.5,6.25e-07,1.4821428571428601e-05,0,196721,3,8,0,0,0,3,0,14.8,7156,1,0,83,-1,0.6,0,3.3,6,0,13,0,3,3.1,305372,0,127,0,1,1674,13322,0,0,355,Swansea,West Ham,Stoke,Crystal Palace,Man City,3.6,2.1,0.0,2.6,3.3,2.9,2.5,2.9,3.6,2.6,3.9,2.3,4.6
Lys,Mousset,FWD,BOU,5100000,0,2,0.0266666666666667,5.22875816993464e-09,3.9215686274509797e-07,0,3332,0,1,0,0,0,0,0,0.4,35,-4,0,2,4,0.0,0,0.0,0,0,0,0,0,0.1,1419,0,0,0,0,25,28,0,0,1,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4100000,0,23,0.306666666666667,7.47967479674797e-08,5.60975609756098e-06,0,39623,1,3,0,0,0,1,0,5.6,2114,-4,0,23,4,0.0,0,0.0,3,0,2,0,0,0.8,61226,0,111,0,1,289,1430,0,0,88,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ahmed,Musa,FWD,LEI,6900000,0,36,0.48,6.956521739130431e-08,5.21739130434783e-06,0,413653,1,18,0,0,0,2,0,5.2,974,-6,0,36,6,0.1,0,0.7,5,0,1,0,0,3.1,78103,0,0,0,0,703,259,0,0,122,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.2,0.3,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Shkodran,Mustafi,DEF,ARS,5800000,7,57,3.2,5.51724137931035e-07,9.82758620689655e-06,0,101730,6,18,0,0,0,1,0,9.8,5468,-2,0,57,2,0.5,0,2.7,3,0,5,0,1,1.3,127066,0,0,0,0,1554,2228,0,0,344,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,3.6,0.0,3.2,3.3,4.3,3.7,2.9,3.3,2.6,2.7,3.3,3.4
Jordon,Mutch,MID,CRY,4200000,0,4,1.0,2.38095238095238e-07,9.52380952380952e-07,0,18070,0,1,0,0,0,0,0,1.0,1098,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.3,20075,0,54,0,0,53,78,0,0,17,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4200000,0,0,0.0,0.0,0.0,0,36168,0,0,0,0,0,0,0,0.0,433,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.4,3229,0,218,0,0,0,71,0,0,0,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luciano,Narsingh,MID,SWA,5500000,1,9,0.12,2.18181818181818e-08,1.63636363636364e-06,0,1145,0,1,0,0,0,0,0,1.6,784,0,0,9,0,0.5,0,3.0,0,0,0,0,2,0.1,3664,0,0,0,0,59,185,0,0,26,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Samir,Nasri,MID,MCI,6400000,0,1,1.0,1.5625e-07,1.5625e-07,0,12730,0,0,0,0,0,0,0,0.2,42,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1199,0,164,0,0,16,17,0,0,0,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle,Naughton,DEF,SWA,4300000,6,34,1.7,3.95348837209302e-07,7.906976744186051e-06,0,50851,3,39,0,0,0,0,0,7.9,678,-2,0,34,2,0.7,0,3.0,3,0,3,0,0,0.9,39384,1,239,0,0,1745,1618,0,0,320,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,1.0,1.5,1.2,1.3,1.3,1.6,1.5,0.9,1.5,0.9,1.3,0.9,1.6
Jesus,Navas,MID,MCI,6100000,0,24,0.32,5.2459016393442594e-08,3.9344262295082004e-06,0,38960,1,10,0,0,0,0,0,3.9,282,-4,0,24,4,0.0,0,0.0,0,0,1,0,2,0.6,15000,0,408,0,0,510,82,0,0,106,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Alfred,N'Diaye,MID,HUL,4500000,2,12,0.16,3.55555555555556e-08,2.66666666666667e-06,0,6175,0,2,0,0,0,1,0,2.7,4069,0,0,12,0,1.3,0,6.0,2,0,1,0,0,1.3,60945,0,0,0,0,180,16289,0,0,48,Burnley,Leicester,Swansea,Everton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wilfred,Ndidi,MID,LEI,4900000,2,10,0.133333333333333,2.7210884353741497e-08,2.04081632653061e-06,0,587,0,12,0,0,0,0,0,2.0,142,-1,0,10,1,0.4,0,2.0,0,0,0,0,0,0.0,1492,0,0,0,0,450,134,0,0,68,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Didier,Ndong,MID,SUN,4800000,2,45,2.4,5e-07,9.375e-06,0,1666,4,31,0,0,0,1,0,9.4,368,-2,0,45,2,0.9,0,4.3,1,0,4,0,1,0.0,3020,0,0,0,0,1576,182,0,0,261,Everton,Man City,Burnley,Watford,Leicester,1.4,1.6,0.0,2.9,1.8,1.7,1.9,1.5,1.2,2.0,1.9,2.0,1.2
Alvaro,Negredo,FWD,MID,6300000,2,91,3.8,6.03174603174603e-07,1.44444444444444e-05,0,1521251,4,25,0,0,0,6,0,14.4,21838,-2,0,91,2,0.6,0,3.7,13,0,8,0,4,12.9,1501248,0,0,0,3,2029,29598,0,0,279,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,4.2,3.6,0.0,3.9,4.4,4.4,5.4,4.2,3.9,4.5,2.8,4.8,3.9
Julien,Ngoy,FWD,STK,4500000,0,5,0.0666666666666667,1.48148148148148e-08,1.11111111111111e-06,0,4239,0,1,0,0,0,0,0,1.1,191,0,0,5,0,0.2,0,0.7,0,0,0,0,0,0.1,5883,0,0,0,0,49,233,0,0,16,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M'Baye,Niang,FWD,WAT,6000000,2,15,0.2,3.33333333333333e-08,2.5e-06,0,4718,1,4,0,0,0,1,0,2.5,2898,0,0,15,0,0.8,0,5.0,3,0,0,0,1,0.9,43165,0,0,0,0,239,20276,0,0,68,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oumar,Niasse,FWD,HUL,5600000,2,10,0.133333333333333,2.38095238095238e-08,1.78571428571429e-06,0,4103,1,3,0,0,0,1,0,1.8,711,-4,0,10,4,0.5,0,2.7,0,0,1,0,0,0.4,16844,0,19,0,0,224,11689,0,0,27,Burnley,Leicester,Swansea,Everton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Clinton,N'Jie,FWD,TOT,5900000,0,0,0.0,0.0,0.0,0,1946,0,0,0,0,0,0,0,0.0,15,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,450,0,38,0,0,0,11,0,0,0,Stoke,Everton,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georges-Kevin,Nkoudou,MID,TOT,6800000,0,5,0.0666666666666667,9.80392156862745e-09,7.352941176470591e-07,0,565,0,0,0,0,0,0,0,0.7,14,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.0,531,0,0,0,0,40,11,0,0,15,Stoke,Everton,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark,Noble,MID,WHU,6200000,1,60,2.6,4.19354838709677e-07,9.67741935483871e-06,0,127159,7,33,0,0,0,3,0,9.7,662,-3,0,60,3,0.6,1,4.0,5,0,6,0,0,1.3,21123,0,581,0,1,1885,340,0,0,321,Watford,Chelsea,Bournemouth,Leicester,Hull City,2.2,1.8,1.6,2.9,2.3,1.3,2.2,2.4,2.3,1.7,2.1,1.6,1.7
,Nolito,MID,MCI,8400000,1,50,0.666666666666667,7.93650793650794e-08,5.95238095238095e-06,0,256955,3,6,0,0,0,4,0,6.0,368,-6,1,50,6,0.0,0,0.3,2,0,3,0,3,1.1,213337,0,0,0,1,736,21,-1,1,160,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0.0,0.0,0.0,0,39045,0,0,0,0,0,0,0,0.0,1727,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.7,33451,0,10,0,0,0,6039,0,0,0,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havard,Nordtveit,MID,WHU,4700000,0,22,0.293333333333333,6.24113475177305e-08,4.6808510638297895e-06,0,5112,2,15,0,0,0,0,0,4.7,38,-3,0,22,3,0.0,0,0.0,0,0,1,0,1,0.1,1578,0,0,0,0,677,6,0,0,113,Watford,Chelsea,Bournemouth,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Nsue,DEF,MID,4100000,0,10,2.5,6.09756097560976e-07,2.4390243902438998e-06,0,26269,0,5,0,0,0,0,0,2.4,292,-4,0,10,4,0.0,0,0.0,0,0,1,0,0,0.2,11222,0,0,0,0,320,25,0,0,49,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David,Nugent,FWD,MID,4600000,0,4,1.0,2.1739130434782601e-07,8.695652173913041e-07,0,30746,0,0,0,0,0,0,0,0.9,214,-4,0,4,4,0.0,0,0.0,0,0,0,0,0,0.2,9890,0,0,0,0,43,35,0,0,11,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
